Source:Port,Destination:Port,Data Transferred (bytes)
172.16.133.36:65092,54.243.254.190:443,3423
54.243.254.190:443,172.16.133.36:65091,2076
172.16.133.42:57377,172.16.139.250:5440,1142
172.16.133.20:62708,172.16.139.250:5440,1142
54.243.254.190:443,172.16.133.36:65092,874
172.16.133.28:49453,172.16.139.250:5440,1022
172.16.133.99:56298,172.16.139.250:5440,1142
172.16.133.75:51212,172.16.139.250:5440,1022
172.16.133.87:60512,172.16.139.250:5440,1022
172.16.133.35:50227,172.16.139.250:5440,1142
172.16.133.116:54109,172.16.139.250:5440,1142
172.16.133.84:59067,172.16.139.250:5440,1142
172.16.133.116:54110,172.16.139.250:5440,1142
172.16.133.116:54111,172.16.139.250:5440,1022
172.16.133.49:56027,172.16.139.250:5440,1022
172.16.133.78:59514,8.27.243.253:80,126
172.16.133.78:59515,8.27.243.253:80,126
172.16.133.78:59516,8.27.243.253:80,126
172.16.133.78:59517,208.47.254.83:80,2242
172.16.133.95:57251,172.16.139.250:5440,1142
208.47.254.83:80,172.16.133.78:59517,428
8.27.243.253:80,172.16.133.78:59515,66
8.27.243.253:80,172.16.133.78:59516,66
8.27.243.253:80,172.16.133.78:59514,66
172.16.133.92:57915,172.16.139.250:5440,1142
172.16.133.29:61249,172.16.139.250:5440,1022
172.16.128.169:1348,172.16.139.250:21,242
172.16.139.250:21,172.16.128.169:1348,263
172.16.133.44:65076,172.16.139.250:5440,1142
172.16.133.207:56183,172.16.139.250:5440,1142
172.16.133.83:57351,172.16.139.250:5440,1142
172.16.133.93:61158,172.16.139.250:5440,1142
172.16.133.11:55412,172.16.139.250:5440,1142
172.16.133.55:57890,172.16.139.250:5440,1022
172.16.133.73:60949,172.16.139.250:5440,1022
172.16.133.53:54351,172.16.139.250:5440,1142
172.16.133.21:53426,172.16.139.250:5440,1022
172.16.133.30:62924,172.16.139.250:5440,1022
172.16.133.25:63729,172.16.139.250:5440,1022
172.16.133.34:50717,172.16.139.250:5440,1022
172.16.133.97:59632,172.16.139.250:5440,1142
172.16.133.33:58137,172.16.139.250:5440,1022
172.16.133.28:49454,96.43.146.176:443,2358
172.16.133.68:61045,172.16.139.250:5440,1022
172.16.133.12:60034,172.16.139.250:5440,1022
96.43.146.176:443,172.16.133.28:49454,1447
172.16.133.63:54242,172.16.139.250:5440,1142
172.16.133.66:54456,172.16.139.250:5440,1022
172.16.133.78:59518,173.194.43.59:80,2109
172.16.133.82:61681,172.16.139.250:5440,1022
172.16.133.78:59519,173.194.43.59:80,2113
172.16.133.37:60905,172.16.139.250:5440,1022
173.194.43.59:80,172.16.133.78:59518,1216
173.194.43.59:80,172.16.133.78:59519,927
172.16.133.78:59520,172.16.139.250:5440,1022
172.16.133.67:56259,172.16.139.250:5440,1022
172.16.133.56:61694,172.16.139.250:5440,1142
172.16.133.41:53399,172.16.139.250:5440,1142
172.16.133.43:58015,172.16.139.250:5440,1142
172.16.133.84:59068,67.217.64.244:443,246
172.16.133.84:59069,216.115.223.200:443,246
172.16.133.13:53309,172.16.139.250:5440,1022
172.16.133.85:52525,172.16.139.250:5440,1022
172.16.133.78:59521,138.108.7.20:80,2121
172.16.133.78:59522,64.94.107.23:80,2363
172.16.133.42:57378,172.16.139.250:5440,1142
172.16.133.84:59070,66.151.150.190:443,246
172.16.133.84:59071,216.219.113.250:443,246
172.16.133.20:62709,172.16.139.250:5440,1022
67.217.64.244:443,172.16.133.84:59068,120
216.115.223.200:443,172.16.133.84:59069,120
172.16.133.54:64898,184.73.225.104:443,1982
172.16.133.28:49456,172.16.139.250:5440,1022
64.94.107.23:80,172.16.133.78:59522,583
184.73.225.104:443,172.16.133.54:64898,5294
172.16.133.99:56299,172.16.139.250:5440,1142
172.16.133.75:51213,172.16.139.250:5440,1022
172.16.133.87:60513,172.16.139.250:5440,1142
172.16.133.35:50228,172.16.139.250:5440,1142
172.16.133.116:54112,172.16.139.250:5440,1022
66.151.150.190:443,172.16.133.84:59070,120
172.16.133.116:54113,172.16.139.250:5440,1022
216.219.113.250:443,172.16.133.84:59071,120
172.16.133.116:54114,172.16.139.250:5440,1022
172.16.133.84:59072,172.16.139.250:5440,1022
138.108.7.20:80,172.16.133.78:59521,658
172.16.133.49:56028,172.16.139.250:5440,1142
172.16.133.95:57252,172.16.139.250:5440,1022
172.16.133.92:57916,172.16.139.250:5440,1022
172.16.133.29:61250,172.16.139.250:5440,1142
172.16.133.44:65077,172.16.139.250:5440,1142
172.16.133.207:56184,172.16.139.250:5440,1142
172.16.133.83:57352,172.16.139.250:5440,1142
172.16.133.93:61159,172.16.139.250:5440,1142
172.16.133.11:55413,172.16.139.250:5440,1022
172.16.133.55:57891,172.16.139.250:5440,1022
172.16.133.73:60950,172.16.139.250:5440,1022
172.16.133.53:54352,172.16.139.250:5440,1022
172.16.133.21:53427,172.16.139.250:5440,1022
172.16.133.30:62925,172.16.139.250:5440,1022
172.16.133.25:63730,172.16.139.250:5440,1022
172.16.133.97:59633,172.16.139.250:5440,1022
172.16.133.34:50718,172.16.139.250:5440,1022
172.16.133.34:50719,96.43.146.176:443,9467
172.16.133.54:64899,157.56.234.137:443,194
96.43.146.176:443,172.16.133.34:50719,13947
172.16.133.33:58139,172.16.139.250:5440,1142
172.16.133.68:61046,172.16.139.250:5440,1022
157.56.234.137:443,172.16.133.54:64899,180
172.16.133.12:60035,172.16.139.250:5440,1142
172.16.133.63:54243,172.16.139.250:5440,1142
172.16.133.66:54457,172.16.139.250:5440,1022
172.16.133.82:61682,172.16.139.250:5440,1142
172.16.133.37:60906,172.16.139.250:5440,1022
172.16.133.34:50720,208.47.254.26:80,525
208.47.254.26:80,172.16.133.34:50720,411
172.16.133.18:50329,157.56.238.6:443,35305
172.16.133.78:59523,172.16.139.250:5440,1022
172.16.133.67:56260,172.16.139.250:5440,1142
157.56.238.6:443,172.16.133.18:50329,2018119
172.16.133.56:61695,172.16.139.250:5440,1022
172.16.133.41:53400,172.16.139.250:5440,1022
172.16.133.43:58016,172.16.139.250:5440,1022
172.16.133.13:53310,172.16.139.250:5440,1142
172.16.133.85:52526,172.16.139.250:5440,1022
172.16.133.42:57379,172.16.139.250:5440,1142
172.16.133.20:62710,172.16.139.250:5440,1142
172.16.133.28:49459,172.16.139.250:5440,1142
172.16.133.99:56300,172.16.139.250:5440,1022
172.16.133.75:51214,172.16.139.250:5440,1142
172.16.133.87:60514,172.16.139.250:5440,1022
172.16.133.35:50229,172.16.139.250:5440,1142
172.16.133.116:54115,172.16.139.250:5440,1022
172.16.133.116:54116,172.16.139.250:5440,1022
172.16.133.116:54117,172.16.139.250:5440,1142
172.16.133.84:59073,172.16.139.250:5440,1142
172.16.133.49:56029,172.16.139.250:5440,1142
172.16.133.95:57253,172.16.139.250:5440,1142
172.16.133.92:57917,172.16.139.250:5440,1022
172.16.133.29:61251,172.16.139.250:5440,1022
172.16.133.44:65078,172.16.139.250:5440,1022
172.16.133.207:56185,172.16.139.250:5440,1022
172.16.133.83:57353,172.16.139.250:5440,1142
172.16.133.36:65093,216.219.113.250:443,258
172.16.133.36:65094,216.115.223.200:443,258
172.16.133.36:65095,67.217.64.244:443,258
172.16.133.36:65096,66.151.150.190:443,258
172.16.133.93:61160,172.16.139.250:5440,1142
172.16.133.11:55414,172.16.139.250:5440,1022
172.16.133.55:57892,172.16.139.250:5440,1142
67.217.64.244:443,172.16.133.36:65095,120
172.16.133.73:60951,172.16.139.250:5440,1022
216.115.223.200:443,172.16.133.36:65094,120
172.16.133.53:54353,172.16.139.250:5440,1142
172.16.133.21:53428,172.16.139.250:5440,1142
172.16.133.30:62927,172.16.139.250:5440,1142
172.16.133.25:63731,172.16.139.250:5440,1022
172.16.133.34:50721,172.16.139.250:5440,1022
172.16.133.97:59634,172.16.139.250:5440,1022
66.151.150.190:443,172.16.133.36:65096,120
216.219.113.250:443,172.16.133.36:65093,120
172.16.133.33:58140,172.16.139.250:5440,1142
172.16.133.63:54244,54.243.89.226:80,126
172.16.133.63:54245,54.243.89.226:80,126
172.16.133.63:54246,23.15.129.231:80,126
172.16.133.63:54247,23.15.129.231:80,126
172.16.133.63:54248,23.15.129.231:80,126
172.16.133.63:54249,23.15.129.231:80,126
172.16.133.63:54250,23.0.52.46:80,126
172.16.133.63:54251,23.0.52.46:80,126
172.16.133.63:54252,184.73.187.64:80,126
172.16.133.63:54253,184.73.187.64:80,126
172.16.133.63:54254,173.194.43.60:80,126
172.16.133.63:54255,173.194.43.60:80,126
173.194.43.60:80,172.16.133.63:54255,66
173.194.43.60:80,172.16.133.63:54254,66
54.243.89.226:80,172.16.133.63:54245,66
54.243.89.226:80,172.16.133.63:54244,66
184.73.187.64:80,172.16.133.63:54252,60
172.16.133.68:61047,172.16.139.250:5440,1142
23.15.129.231:80,172.16.133.63:54248,66
23.15.129.231:80,172.16.133.63:54247,66
23.15.129.231:80,172.16.133.63:54246,66
23.0.52.46:80,172.16.133.63:54250,66
23.0.52.46:80,172.16.133.63:54251,66
184.73.187.64:80,172.16.133.63:54253,60
23.15.129.231:80,172.16.133.63:54249,66
172.16.133.12:60036,172.16.139.250:5440,1022
172.16.133.63:54256,172.16.139.250:5440,1022
172.16.133.66:54458,172.16.139.250:5440,1142
172.16.133.82:61683,172.16.139.250:5440,1022
172.16.133.37:60907,172.16.139.250:5440,1022
172.16.133.63:54257,208.47.254.83:80,126
172.16.133.63:54258,8.27.243.253:80,126
172.16.133.63:54259,8.27.243.253:80,126
172.16.133.63:54260,8.27.243.253:80,126
208.47.254.83:80,172.16.133.63:54257,66
8.27.243.253:80,172.16.133.63:54259,66
8.27.243.253:80,172.16.133.63:54258,66
8.27.243.253:80,172.16.133.63:54260,66
172.16.133.54:64900,157.56.236.89:443,194
172.16.133.78:59524,172.16.139.250:5440,1022
157.56.236.89:443,172.16.133.54:64900,180
172.16.133.36:65041,96.43.146.22:443,66
96.43.146.22:443,172.16.133.36:65041,66
172.16.133.36:65049,96.43.146.50:443,66
172.16.133.36:65051,96.43.146.50:443,66
96.43.146.50:443,172.16.133.36:65049,66
96.43.146.50:443,172.16.133.36:65051,66
172.16.133.36:65050,96.43.146.50:443,66
96.43.146.50:443,172.16.133.36:65050,66
172.16.133.67:56261,172.16.139.250:5440,1142
172.16.133.56:61696,172.16.139.250:5440,1022
172.16.133.41:53401,172.16.139.250:5440,1022
172.16.133.43:58017,172.16.139.250:5440,1142
172.16.133.13:53311,172.16.139.250:5440,1022
172.16.133.85:52527,172.16.139.250:5440,1142
172.16.133.84:59074,216.115.223.200:443,246
172.16.133.20:62711,172.16.139.250:5440,1142
172.16.133.42:57380,172.16.139.250:5440,1142
172.16.133.84:59075,67.217.64.244:443,246
172.16.133.28:49461,172.16.139.250:5440,1142
67.217.64.244:443,172.16.133.84:59075,120
216.115.223.200:443,172.16.133.84:59074,120
172.16.133.99:56301,172.16.139.250:5440,1022
172.16.133.75:51215,172.16.139.250:5440,1022
172.16.133.87:60515,172.16.139.250:5440,1142
172.16.133.35:50230,172.16.139.250:5440,1142
172.16.133.84:59076,66.151.150.190:443,246
172.16.133.116:54118,172.16.139.250:5440,1022
172.16.133.84:59077,216.219.113.250:443,246
172.16.133.116:54119,172.16.139.250:5440,1022
172.16.133.116:54120,172.16.139.250:5440,1022
172.16.133.84:59078,172.16.139.250:5440,1022
172.16.133.49:56030,172.16.139.250:5440,1022
66.151.150.190:443,172.16.133.84:59076,120
216.219.113.250:443,172.16.133.84:59077,120
172.16.133.12:60037,96.43.146.22:443,508
172.16.133.12:60038,96.43.146.22:443,508
172.16.133.95:57254,172.16.139.250:5440,1142
172.16.133.92:57918,172.16.139.250:5440,1022
96.43.146.22:443,172.16.133.12:60037,309
96.43.146.22:443,172.16.133.12:60038,309
172.16.133.29:61252,172.16.139.250:5440,1142
172.16.133.44:65079,172.16.139.250:5440,1142
172.16.133.207:56186,172.16.139.250:5440,1142
172.16.133.63:54261,23.0.49.244:80,1135
172.16.133.63:54262,23.0.49.244:80,2144
172.16.133.63:54263,23.0.49.244:80,2144
172.16.133.63:54264,23.0.49.244:80,1135
172.16.133.63:54265,23.0.49.244:80,1135
172.16.133.83:57354,172.16.139.250:5440,1142
172.16.133.93:61161,172.16.139.250:5440,1142
23.0.49.244:80,172.16.133.63:54264,2769
23.0.49.244:80,172.16.133.63:54261,2462
23.0.49.244:80,172.16.133.63:54262,5283
23.0.49.244:80,172.16.133.63:54263,4549
23.0.49.244:80,172.16.133.63:54265,2766
172.16.133.11:55415,172.16.139.250:5440,1142
172.16.133.55:57893,172.16.139.250:5440,1022
172.16.133.73:60952,172.16.139.250:5440,1022
172.16.133.53:54354,172.16.139.250:5440,1022
172.16.133.21:53429,172.16.139.250:5440,1142
172.16.133.30:62928,172.16.139.250:5440,1022
172.16.133.113:55782,172.16.139.250:135,492
172.16.133.25:63732,172.16.139.250:5440,1142
172.16.133.34:50722,172.16.139.250:5440,1142
172.16.133.97:59635,172.16.139.250:5440,1022
172.16.133.113:55783,172.16.139.250:5462,816
172.16.133.63:54266,23.0.49.244:80,126
172.16.133.63:54267,23.0.49.244:80,126
23.0.49.244:80,172.16.133.63:54266,66
23.0.49.244:80,172.16.133.63:54267,66
172.16.133.33:58141,172.16.139.250:5440,1022
172.16.133.68:61048,172.16.139.250:5440,1022
172.16.133.12:60039,172.16.139.250:5440,1142
172.16.133.63:54268,172.16.139.250:5440,1142
172.16.133.66:54459,172.16.139.250:5440,1022
172.16.133.82:61684,172.16.139.250:5440,1022
172.16.133.37:60908,172.16.139.250:5440,1022
172.16.133.63:54269,138.108.6.20:80,4548
172.16.133.63:54270,64.94.107.54:80,2569
64.94.107.54:80,172.16.133.63:54270,523
172.16.133.78:59525,172.16.139.250:5440,1022
138.108.6.20:80,172.16.133.63:54269,658
172.16.133.67:56262,172.16.139.250:5440,1022
172.16.133.56:61697,172.16.139.250:5440,1142
172.16.133.41:53402,172.16.139.250:5440,1022
172.16.133.43:58018,172.16.139.250:5440,1142
172.16.133.54:64901,157.56.240.137:443,194
172.16.133.13:53312,172.16.139.250:5440,1022
172.16.133.85:52528,172.16.139.250:5440,1022
157.56.240.137:443,172.16.133.54:64901,180
172.16.133.42:57381,172.16.139.250:5440,1142
172.16.133.20:62712,172.16.139.250:5440,1142
172.16.133.28:49462,172.16.139.250:5440,1022
172.16.133.99:56302,172.16.139.250:5440,1142
172.16.133.75:51216,172.16.139.250:5440,1022
172.16.133.87:60516,172.16.139.250:5440,1022
172.16.133.35:50231,172.16.139.250:5440,1142
172.16.133.116:54121,172.16.139.250:5440,1022
172.16.133.116:54122,172.16.139.250:5440,1142
172.16.133.116:54123,172.16.139.250:5440,1142
172.16.133.84:59079,172.16.139.250:5440,1142
172.16.133.49:56031,172.16.139.250:5440,1022
172.16.133.95:57255,172.16.139.250:5440,1022
172.16.133.92:57919,172.16.139.250:5440,1022
172.16.133.29:61253,172.16.139.250:5440,1142
172.16.133.44:65080,172.16.139.250:5440,1142
172.16.133.207:56187,172.16.139.250:5440,1142
172.16.133.83:57355,172.16.139.250:5440,1142
172.16.133.93:61162,172.16.139.250:5440,1142
172.16.133.36:65097,67.217.64.244:443,258
172.16.133.11:55416,172.16.139.250:5440,1022
172.16.133.36:65098,216.115.223.200:443,378
172.16.133.55:57894,172.16.139.250:5440,1142
67.217.64.244:443,172.16.133.36:65097,120
172.16.133.73:60953,172.16.139.250:5440,1022
172.16.133.53:54355,172.16.139.250:5440,1022
172.16.133.21:53430,172.16.139.250:5440,1022
172.16.133.30:62929,172.16.139.250:5440,1022
172.16.133.25:63733,172.16.139.250:5440,1142
216.115.223.200:443,172.16.133.36:65098,240
172.16.133.36:65099,66.151.150.190:443,258
172.16.133.36:65100,216.219.113.250:443,258
172.16.133.34:50723,172.16.139.250:5440,1142
172.16.133.97:59636,172.16.139.250:5440,1022
172.16.133.42:57383,184.73.225.104:443,1771
184.73.225.104:443,172.16.133.42:57383,5083
172.16.133.33:58142,172.16.139.250:5440,1022
66.151.150.190:443,172.16.133.36:65099,120
216.219.113.250:443,172.16.133.36:65100,120
172.16.133.68:61049,172.16.139.250:5440,1022
172.16.133.12:60040,172.16.139.250:5440,1142
172.16.133.63:54271,172.16.139.250:5440,1022
172.16.133.66:54460,172.16.139.250:5440,1022
172.16.133.82:61685,172.16.139.250:5440,1022
172.16.133.37:60909,172.16.139.250:5440,1022
172.16.133.78:59526,172.16.139.250:5440,1142
172.16.133.67:56264,172.16.139.250:5440,1022
172.16.133.56:61698,172.16.139.250:5440,1142
172.16.133.42:57384,157.56.240.137:443,194
157.56.240.137:443,172.16.133.42:57384,180
172.16.133.41:53403,172.16.139.250:5440,1022
172.16.133.43:58019,172.16.139.250:5440,1142
172.16.133.13:53314,172.16.139.250:5440,1142
172.16.133.85:52529,172.16.139.250:5440,1022
172.16.133.96:53573,173.194.43.32:80,5748
216.52.242.80:80,172.16.133.67:53214,60
173.194.43.32:80,172.16.133.96:53573,5153
172.16.133.20:62713,172.16.139.250:5440,1022
172.16.133.42:57385,172.16.139.250:5440,1142
172.16.133.54:64902,157.56.244.217:443,194
172.16.133.84:59080,67.217.64.244:443,246
172.16.133.84:59081,216.115.223.200:443,246
172.16.133.28:49463,172.16.139.250:5440,1022
67.217.64.244:443,172.16.133.84:59080,120
216.115.223.200:443,172.16.133.84:59081,120
172.16.133.99:56303,172.16.139.250:5440,1022
172.16.133.75:51217,172.16.139.250:5440,1022
157.56.244.217:443,172.16.133.54:64902,180
172.16.133.87:60517,172.16.139.250:5440,1022
172.16.133.35:50232,172.16.139.250:5440,1142
172.16.133.116:54124,172.16.139.250:5440,1022
172.16.133.116:54125,172.16.139.250:5440,1022
172.16.133.92:57920,216.115.222.200:443,246
172.16.133.92:57921,202.173.24.200:443,246
172.16.133.92:57922,216.219.112.250:443,246
172.16.133.116:54126,172.16.139.250:5440,1022
172.16.133.84:59082,172.16.139.250:5440,1022
172.16.133.92:57923,66.151.158.187:443,246
172.16.133.84:59083,66.151.150.190:443,246
172.16.133.84:59084,216.219.113.250:443,246
172.16.133.49:56032,172.16.139.250:5440,1022
216.115.222.200:443,172.16.133.92:57920,120
172.16.133.95:57256,172.16.139.250:5440,1022
216.219.112.250:443,172.16.133.92:57922,120
172.16.133.26:53123,96.43.146.176:443,6076
172.16.133.92:57924,172.16.139.250:5440,1022
172.16.133.29:61256,172.16.139.250:5440,1022
172.16.133.44:65081,172.16.139.250:5440,1022
66.151.158.187:443,172.16.133.92:57923,120
66.151.150.190:443,172.16.133.84:59083,120
216.219.113.250:443,172.16.133.84:59084,120
96.43.146.176:443,172.16.133.26:53123,8984
172.16.133.207:56188,172.16.139.250:5440,1142
172.16.133.83:57356,172.16.139.250:5440,1142
172.16.133.93:61163,172.16.139.250:5440,1022
202.173.24.200:443,172.16.133.92:57921,120
172.16.133.11:55417,172.16.139.250:5440,1022
172.16.133.55:57895,172.16.139.250:5440,1022
172.16.133.73:60954,172.16.139.250:5440,1022
172.16.133.53:54356,172.16.139.250:5440,1022
172.16.133.21:53431,172.16.139.250:5440,1022
172.16.133.30:62930,172.16.139.250:5440,1022
172.16.133.25:63734,172.16.139.250:5440,1022
172.16.133.34:50724,172.16.139.250:5440,1022
172.16.133.97:59637,172.16.139.250:5440,1022
172.16.133.33:58143,172.16.139.250:5440,1142
172.16.133.95:57257,23.0.49.244:80,126
172.16.133.95:57258,23.0.49.244:80,126
172.16.133.68:61050,172.16.139.250:5440,1142
23.0.49.244:80,172.16.133.95:57257,66
23.0.49.244:80,172.16.133.95:57258,66
172.16.133.12:60041,172.16.139.250:5440,1142
172.16.133.63:54272,172.16.139.250:5440,1142
172.16.133.66:54461,172.16.139.250:5440,1022
172.16.133.82:61686,172.16.139.250:5440,1142
172.16.133.37:60910,172.16.139.250:5440,1142
172.16.133.21:51653,172.16.139.250:5500,8844
172.16.133.95:57259,216.52.242.80:80,2332
172.16.133.78:59527,172.16.139.250:5440,1022
172.16.133.67:56265,172.16.139.250:5440,1142
172.16.133.56:61699,172.16.139.250:5440,1022
216.52.242.80:80,172.16.133.95:57259,7006
172.16.133.41:53404,172.16.139.250:5440,1022
172.16.133.42:57386,157.56.244.217:443,194
172.16.133.43:58020,172.16.139.250:5440,1142
172.16.133.25:63735,74.125.170.42:80,29714
172.16.133.95:57260,138.108.7.20:80,1598
172.16.133.13:53315,172.16.139.250:5440,1142
172.16.133.85:52530,172.16.139.250:5440,1022
157.56.244.217:443,172.16.133.42:57386,180
172.16.133.95:57261,64.94.107.18:80,1830
64.94.107.18:80,172.16.133.95:57261,583
172.16.133.42:57387,172.16.139.250:5440,1142
172.16.133.20:62714,172.16.139.250:5440,1142
172.16.133.28:49467,172.16.139.250:5440,1142
74.125.170.42:80,172.16.133.25:63735,1855881
138.108.7.20:80,172.16.133.95:57260,598
172.16.133.99:56304,172.16.139.250:5440,1022
